node_id,prompt,interaction_count
91706100,"Food Node 91706100: The food description is: Coconut candy, no chocolate covering. This food belongs to the category: Candy not containing chocolate. The ingredients in this food are: Candies, coconut bar, not chocolate covered.",16
53415100,"Food Node 53415100: The food description is: Crisp, apple, apple dessert. This food belongs to the category: Cakes and pies. The ingredients in this food are: Spices, cinnamon, ground, Beverages, water, tap, municipal, Bread, white, commercially prepared (includes soft bread crumbs), Apples, raw, without skin, Salt, table, iodized, Sugars, granulated, Margarine, stick, Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program), Cereals, oats, regular and quick, not fortified, dry, Butter, stick, unsalted.",16
11460410,"Food Node 11460410: The food description is: Yogurt, frozen, flavors other than chocolate, nonfat milk, with low-calorie sweetener. This food belongs to the category: Ice cream and frozen dairy desserts. The ingredients in this food are: Yogurt, frozen, flavors not chocolate, nonfat milk, with low-calorie sweetener.",16
22101150,"Food Node 22101150: The food description is: Pork chop, breaded or floured, broiled or baked, lean only eaten. This food belongs to the category: Pork. The ingredients in this food are: Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw, Bread, crumbs, dry, grated, plain, Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw, Salt, table, iodized, Bread crumbs, dry, grated, seasoned.",16
75205044,"Food Node 75205044: The food description is: Green beans, fresh, cooked with oil. This food belongs to the category: String beans. The ingredients in this food are: Salt, table, iodized, Beans, snap, green, raw, Vegetable oil, NFS, Beans, snap, green, cooked, boiled, drained, without salt.",16
32130690,"Food Node 32130690: The food description is: Egg omelet or scrambled egg, with cheese and vegetables other than dark green and/or tomatoes, fat added. This food belongs to the category: Eggs and omelets. The ingredients in this food are: Salt, table, iodized, Oil or table fat, NFS, Eggs, Grade A, Large, egg whole, Other vegetables as ingredient in omelet, Milk, NFS, Vegetable oil, NFS, Cheese, cheddar, Mushrooms, white, raw, Onions, raw, Peppers, sweet, green, raw, Cheese as ingredient in sandwiches.",16
58160120,"Food Node 58160120: The food description is: Rice with beans and tomatoes. This food belongs to the category: Rice mixed dishes. The ingredients in this food are: Rice, white, long-grain, regular, enriched, cooked, Salt, table, Beans and tomatoes, fat added, Vegetable oil, NFS, Onions, cooked, boiled, drained, without salt, Spices, pepper, red or cayenne, Garlic, raw, Spices, thyme, dried, Tomatoes, red, ripe, canned, packed in tomato juice, Rice, white, cooked, no added fat, Beans, black turtle, mature seeds, cooked, boiled, without salt.",16
58130320,"Food Node 58130320: The food description is: Lasagna, meatless, with vegetables. This food belongs to the category: Pasta mixed dishes, excludes macaroni and cheese. The ingredients in this food are: Eggs, Grade A, Large, egg whole, Spinach, cooked, as ingredient, Peppers, sweet, green, cooked, boiled, drained, without salt, Summer squash, cooked, as ingredient, Mushrooms, cooked, as ingredient, Cheese, mozzarella, low moisture, part-skim, Cheese, parmesan, grated, Sauce, pasta, spaghetti/marinara, ready-to-serve, Onions, cooked, boiled, drained, without salt, Vegetable oil, NFS, Pasta, cooked, enriched, without added salt, Cheese, ricotta, whole milk, Garlic, raw, Spices, pepper, black, Cheese, mozzarella, part skim milk, Salt, table, iodized, Spinach, cooked, boiled, drained, without salt, Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt, Mushrooms, white, cooked, boiled, drained, without salt.",16
93301450,"Food Node 93301450: The food description is: Liqueur with cream. This food belongs to the category: Liquor and cocktails. The ingredients in this food are: Alcoholic beverage, liqueur, coffee with cream, 34 proof.",16
81301020,"Food Node 81301020: The food description is: Lemon-butter sauce. This food belongs to the category: Dips, gravies, other sauces. The ingredients in this food are: Lemon juice, raw, Butter, stick, salted, Parsley, fresh, Butter, without salt.",16
22621100,"Food Node 22621100: The food description is: Fat back, cooked. This food belongs to the category: Butter and animal fats. The ingredients in this food are: Salt, table, iodized, Lard, Pork, fresh, separable fat, cooked.",16
75214012,"Food Node 75214012: The food description is: Cauliflower, frozen, cooked, no added fat. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Cauliflower, frozen, cooked, boiled, drained, without salt, Salt, table, iodized.",16
13130610,"Food Node 13130610: The food description is: Light ice cream, soft serve, chocolate. This food belongs to the category: Ice cream and frozen dairy desserts. The ingredients in this food are: Ice cream, light, soft serve, chocolate.",16
92306090,"Food Node 92306090: The food description is: Tea, hot, hibiscus. This food belongs to the category: Tea. The ingredients in this food are: Beverages, tea, hibiscus, brewed.",16
92410420,"Food Node 92410420: The food description is: Soft drink, cream soda, diet. This food belongs to the category: Diet soft drinks. The ingredients in this food are: Beverages, carbonated, low calorie, other than cola or pepper,  without caffeine.",16
53118100,"Food Node 53118100: The food description is: Cake, sponge. This food belongs to the category: Cakes and pies. The ingredients in this food are: Cake, sponge, commercially prepared.",16
58100350,,16
27416150,"Food Node 27416150: The food description is: Pepper steak. This food belongs to the category: Meat mixed dishes. The ingredients in this food are: Onions, young green, tops only, Peppers, sweet, green, cooked, boiled, drained, without salt, Soup, beef broth or bouillon canned, ready-to-serve, Soy sauce made from soy and wheat (shoyu), Onions, cooked, boiled, drained, without salt, Ginger root, raw, Garlic, raw, Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled, Vegetable oil, NFS, Onions, spring or scallions (includes tops and bulb), raw.",16
53260030,"Food Node 53260030: The food description is: Cookie, chocolate chip, sugar free. This food belongs to the category: Cookies and brownies. The ingredients in this food are: Cookies, chocolate chip, commercially prepared, special dietary.",16
22401020,"Food Node 22401020: The food description is: Pork roast, loin, cooked, lean only eaten. This food belongs to the category: Pork. The ingredients in this food are: Pork, fresh, loin, whole, separable lean only, cooked, roasted, Salt, table, iodized.",16
12210440,"Food Node 12210440: The food description is: Coffee creamer,powder, fat free, flavored. This food belongs to the category: Cream and cream substitutes. The ingredients in this food are: Cream substitute, powdered, light.",16
21301000,"Food Node 21301000: The food description is: Beef, oxtails, cooked. This food belongs to the category: Beef, excludes ground. The ingredients in this food are: Beef, chuck, blade roast, separable lean only, trimmed to 0"" fat, all grades, cooked, braised, Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, Salt, table, iodized.",16
53710904,"Food Node 53710904: The food description is: Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar). This food belongs to the category: Cereal bars. The ingredients in this food are: Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut.",16
58162110,"Food Node 58162110: The food description is: Stuffed pepper, with rice and meat. This food belongs to the category: Vegetable mixed dishes. The ingredients in this food are: Salt, table, Cheese, cheddar, Eggs, Grade A, Large, egg whole, Spices, pepper, black, Sauce, tomato chili sauce, bottled, with salt, Ground beef, cooked, Celery, raw, Rice, white, long-grain, regular, enriched, cooked, Beef, ground, Salt, table, iodized, Peppers, sweet, green, raw, Vegetable oil, NFS, Peppers, sweet, green, raw, Egg, whole, raw, fresh, Spices, pepper, black, Sauce, tomato chili sauce, bottled, with salt, Vegetable oil, NFS, Celery, raw, Rice, white, long-grain, regular, enriched, cooked, Cheese, cheddar.",16
75120000,"Food Node 75120000: The food description is: Green peas, raw. This food belongs to the category: Other starchy vegetables. The ingredients in this food are: Peas, green, raw.",16
75205130,"Food Node 75205130: The food description is: Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type. This food belongs to the category: String beans. The ingredients in this food are: Beans, snap, green, canned, no salt added, drained solids, Oil or table fat, NFS, Table fat, NFS.",16
58160540,"Food Node 58160540: The food description is: Rice, white, with tomatoes and/or tomato-based sauce, fat added. This food belongs to the category: Rice mixed dishes. The ingredients in this food are: Salt, table, iodized, Vegetable oil, NFS, Tomatoes, red, ripe, canned, packed in tomato juice, Rice, white, long-grain, regular, enriched, cooked.",16
91733000,"Food Node 91733000: The food description is: Candy, peanut brittle. This food belongs to the category: Candy not containing chocolate. The ingredients in this food are: Candies, peanut brittle, prepared-from-recipe.",16
53247050,"Food Node 53247050: The food description is: Cookie, vanilla wafer, reduced fat. This food belongs to the category: Cookies and brownies. The ingredients in this food are: Cookies, vanilla wafers, lower fat.",16
57301511,"Food Node 57301511: The food description is: Cereal (Kashi GOLEAN Crunch). This food belongs to the category: Ready-to-eat cereal, higher sugar (>21.2g/100g). The ingredients in this food are: Cereals ready-to-eat, KASHI GOLEAN CRUNCH!.",16
75219011,"Food Node 75219011: The food description is: Mushrooms, fresh, cooked, no added fat. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Mushrooms, raw, Salt, table, iodized, Mushrooms, white, raw, Mushrooms, white, cooked, boiled, drained, without salt.",16
95311000,"Food Node 95311000: The food description is: Energy Drink. This food belongs to the category: Sport and energy drinks. The ingredients in this food are: Beverages, Energy drink, RED BULL.",16
42301015,"Food Node 42301015: The food description is: Peanut butter sandwich, with regular peanut butter, on white bread. This food belongs to the category: Peanut butter and jelly sandwiches. The ingredients in this food are: Bread, white, commercially prepared, Peanut butter, smooth style, with salt.",15
75534550,Food Node 75534550: The food description is: Wasabi paste. This food belongs to the category: Mustard and other condiments. The ingredients in this food are: Wasabi.,15
53105160,,15
27445220,"Food Node 27445220: The food description is: Kung pao chicken. This food belongs to the category: Stir-fry and soy-based sauce mixtures. The ingredients in this food are: Restaurant, Chinese, kung pao chicken.",15
13121300,"Food Node 13121300: The food description is: Ice cream sundae, hot fudge topping. This food belongs to the category: Ice cream and frozen dairy desserts. The ingredients in this food are: Cream, whipped, Cream, fluid, light whipping, Syrups, chocolate, fudge-type, Ice creams, vanilla.",15
75651000,"Food Node 75651000: The food description is: Minestrone soup, home recipe. This food belongs to the category: Soups. The ingredients in this food are: Noodles, egg, dry, enriched, Peas, green, frozen, cooked, boiled, drained, without salt, Beans, snap, green, raw, Beans, white, mature seeds, cooked, boiled, without salt, Vegetable oil, NFS, Parsley, fresh, Celery, raw, Carrots, raw, Onions, raw, Soup, beef broth or bouillon canned, ready-to-serve, Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt, Tomatoes, red, ripe, raw, year round average, Corn, sweet, yellow, frozen, kernels cut off cob, unprepared, Peas, green, frozen, unprepared.",15
91101020,"Food Node 91101020: The food description is: Sugar, white, confectioner's, powdered. This food belongs to the category: Sugars and honey. The ingredients in this food are: Sugars, powdered.",15
27510320,,15
83300700,"Food Node 83300700: The food description is: Mayonnaise, fat free. This food belongs to the category: Mayonnaise. The ingredients in this food are: Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing.",15
11541110,"Food Node 11541110: The food description is: Milk shake, home recipe, chocolate. This food belongs to the category: Milk shakes and other dairy drinks. The ingredients in this food are: Milk, whole, 3.25% milkfat, with added vitamin D, Ice creams, chocolate.",15
91705080,"Food Node 91705080: The food description is: Chocolate candy, cookie filled. This food belongs to the category: Candy containing chocolate. The ingredients in this food are: Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars, Candies, KIT KAT Wafer Bar.",15
72201231,"Food Node 72201231: The food description is: Broccoli, cooked, from fresh, with cheese sauce. This food belongs to the category: Vegetable mixed dishes. The ingredients in this food are: Salt, table, Cheese sauce, prepared from recipe, Broccoli, cooked, boiled, drained, without salt.",15
42110110,"Food Node 42110110: The food description is: Mixed nuts, with peanuts, lightly salted. This food belongs to the category: Nuts and seeds. The ingredients in this food are: Salt, table, iodized, Vegetable oil, NFS, Peanuts, all types, dry-roasted, without salt, Mixed nuts, without peanuts, unsalted.",15
34003120,"Food Node 34003120: The food description is: Egg burrito, with sausage. This food belongs to the category: Egg/breakfast sandwiches. The ingredients in this food are: Pork, fresh, separable fat, cooked, Pork sausage, link/patty, cooked, pan-fried, Tortillas, ready-to-bake or -fry, flour, refrigerated, Egg omelet or scrambled egg, with cheese, made with oil.",15
27116100,"Food Node 27116100: The food description is: Beef curry. This food belongs to the category: Meat mixed dishes. The ingredients in this food are: Coriander (cilantro) leaves, raw, Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised, Onions, cooked, boiled, drained, without salt, Garlic, raw, Ginger root, raw, Yogurt, plain, low fat, 12 grams protein per 8 ounce, Potatoes, boiled, cooked in skin, flesh, without salt, Lentils, mature seeds, cooked, boiled, without salt, Water, tap, drinking, Cauliflower, cooked, boiled, drained, without salt, Carrots, cooked, boiled, drained, without salt, Spinach, cooked, boiled, drained, without salt, Peas, edible-podded, boiled, drained, without salt, Spices, curry powder, Salt, table, iodized, Vegetable oil, NFS, Beef, chuck for stew, separable lean and fat, all grades, cooked, braised, Vegetables as ingredient in curry, Curry sauce, Tomatoes, red, ripe, canned, packed in tomato juice.",15
75101000,"Food Node 75101000: The food description is: Bean sprouts, raw. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Mung beans, mature seeds, sprouted, raw.",15
22300140,"Food Node 22300140: The food description is: Ham, fried, lean only eaten. This food belongs to the category: Cold cuts and cured meats. The ingredients in this food are: Pork, cured, ham, whole, separable lean only, roasted, Vegetable oil, NFS, Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted, Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted, Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted.",15
75119000,"Food Node 75119000: The food description is: Parsley, raw. This food belongs to the category: Not included in a food category. The ingredients in this food are: Parsley, fresh.",15
92613010,"Food Node 92613010: The food description is: Cornmeal beverage. This food belongs to the category: Smoothies and grain drinks. The ingredients in this food are: Beverages, water, tap, drinking, Corn flour, masa, enriched, white, Corn flour, masa, unenriched, white, Sugars, granulated, Milk, whole, 3.25% milkfat, with added vitamin D.",15
75211032,"Food Node 75211032: The food description is: Cabbage, green, cooked with butter or margarine. This food belongs to the category: Cabbage. The ingredients in this food are: Cabbage, raw, Table fat, NFS, Salt, table, Cabbage, cooked, boiled, drained, without salt, Salt, table, iodized, Butter, salted.",15
73105010,"Food Node 73105010: The food description is: Carrot juice, 100%. This food belongs to the category: Vegetable juice. The ingredients in this food are: Carrot juice, canned.",15
91705520,"Food Node 91705520: The food description is: Chocolate candy, nougat filled with nuts. This food belongs to the category: Candy containing chocolate. The ingredients in this food are: Candies, MARS SNACKFOOD US, SNICKERS Bar, Candies, NESTLE, BABY RUTH Bar.",15
75204012,"Food Node 75204012: The food description is: Lima beans, from frozen, no added fat. This food belongs to the category: Other starchy vegetables. The ingredients in this food are: Salt, table, iodized, Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt.",15
54340100,"Food Node 54340100: The food description is: Crackers, gluten free, plain. This food belongs to the category: Crackers, excludes saltines. The ingredients in this food are: Crackers, gluten-free, multi-seeded and multigrain.",15
75201000,"Food Node 75201000: The food description is: Artichoke, cooked, NS as to form, NS as to fat added in cooking. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Table fat, NFS, Salt, table, Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt.",15
58130140,"Food Node 58130140: The food description is: Lasagna with chicken or turkey. This food belongs to the category: Pasta mixed dishes, excludes macaroni and cheese. The ingredients in this food are: Pasta, cooked, enriched, without added salt, Cheese, mozzarella, part skim milk, Turkey, Ground, cooked, Eggs, Grade A, Large, egg whole, Cheese, ricotta, whole milk, Salt, table, iodized, Cheese, parmesan, grated, Sauce, pasta, spaghetti/marinara, ready-to-serve, Garlic, raw, Onions, cooked, boiled, drained, without salt, Vegetable oil, NFS, Cheese, mozzarella, low moisture, part-skim, Spices, pepper, black.",15
11411410,"Food Node 11411410: The food description is: Yogurt, Greek, low fat milk, plain. This food belongs to the category: Yogurt, Greek. The ingredients in this food are: Yogurt, Greek, plain, lowfat.",15
83112000,"Food Node 83112000: The food description is: Avocado dressing. This food belongs to the category: Salad dressings and vegetable oils. The ingredients in this food are: Salad dressing, green goddess, regular.",15
54337020,"Food Node 54337020: The food description is: Crackers, woven wheat, plain (Triscuit). This food belongs to the category: Crackers, excludes saltines. The ingredients in this food are: Crackers, whole-wheat, Crackers, wheat, regular.",15
52304100,"Food Node 52304100: The food description is: Muffin, oatmeal. This food belongs to the category: Biscuits, muffins, quick breads. The ingredients in this food are: Vegetable oil, NFS, Milk, NFS, Eggs, Grade A, Large, egg whole, Leavening agents, baking powder, double-acting, sodium aluminum sulfate, Sugars, granulated, Cereals, oats, regular and quick, not fortified, dry, Flour, wheat, all-purpose, enriched, bleached, Salt, table, iodized.",15
11434200,"Food Node 11434200: The food description is: Yogurt, low fat milk, flavors other than fruit. This food belongs to the category: Yogurt, regular. The ingredients in this food are: Yogurt, plain, low fat, Sugars, granulated, Vitamin D as ingredient.",15
27111100,"Food Node 27111100: The food description is: Beef goulash. This food belongs to the category: Meat mixed dishes. The ingredients in this food are: Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw, Vegetable oil, NFS, Onions, raw, Tomato juice, with added ingredients, from concentrate, shelf stable, Salt, table, iodized, Flour, wheat, all-purpose, enriched, bleached, Beverages, water, tap, drinking, Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening, Spices, paprika.",15
51501040,"Food Node 51501040: The food description is: Bread, oat bran. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, oatmeal.",15
42101350,"Food Node 42101350: The food description is: Almonds, honey roasted. This food belongs to the category: Nuts and seeds. The ingredients in this food are: Nuts, almonds, dry roasted, without salt added, Sugars, granulated, Vegetable oil, NFS, Salt, table, iodized.",15
53307000,"Food Node 53307000: The food description is: Pie, peach, two crust. This food belongs to the category: Cakes and pies. The ingredients in this food are: Pie, peach, Pie crust, standard-type, frozen, ready-to-bake, enriched, baked, Peach, canned, juice pack, Sugars, granulated, Table fat, NFS.",15
91611100,"Food Node 91611100: The food description is: Popsicle, no sugar added. This food belongs to the category: Gelatins, ices, sorbets. The ingredients in this food are: Frozen novelties, ice type, pop, with low calorie sweetener.",15
73402010,"Food Node 73402010: The food description is: Sweet potato, baked, peel eaten, no added fat. This food belongs to the category: Other red and orange vegetables. The ingredients in this food are: Sweet potato, cooked, baked in skin, flesh, without salt, Potatoes, baked, skin, without salt, Salt, table, iodized.",15
22400100,"Food Node 22400100: The food description is: Pork, roast. This food belongs to the category: Pork. The ingredients in this food are: Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted, Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted, Salt, table, iodized, Pork, fresh, loin, whole, separable lean and fat, cooked, roasted.",15
75142550,"Food Node 75142550: The food description is: Cucumber salad, made with Italian dressing. This food belongs to the category: Vegetable mixed dishes. The ingredients in this food are: Vinegar, cider, Cucumber, with peel, raw, Onions, raw, Sugars, granulated, Vegetable oil, NFS, Sugars, granulated, Vinegar, cider, Vegetable oil, NFS, Onions, raw, Cucumber, with peel, raw, Salt, table, Salt, table, iodized.",15
24154220,,15
58130014,"Food Node 58130014: The food description is: Lasagna with meat, from restaurant. This food belongs to the category: Pasta mixed dishes, excludes macaroni and cheese. The ingredients in this food are: Restaurant, Italian, lasagna with meat.",15
51320070,"Food Node 51320070: The food description is: Roll, wheat or cracked wheat, hamburger bun. This food belongs to the category: Rolls and buns. The ingredients in this food are: Rolls, hamburger or hot dog, wheat/cracked wheat.",15
51109040,"Food Node 51109040: The food description is: Bread, Italian, Grecian, Armenian, toasted. This food belongs to the category: Yeast breads. The ingredients in this food are: Bread, Italian.",15
58100130,,15
27513050,"Food Node 27513050: The food description is: Roast beef sandwich with cheese. This food belongs to the category: Other sandwiches (single code). The ingredients in this food are: Cheese product, pasteurized process, American, vitamin D fortified, Salt, table, iodized, Cheese, pasteurized process, swiss, Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted, Bread, white, commercially prepared (includes soft bread crumbs), Bread, white, commercially prepared, Roast beef, deli style, prepackaged, sliced, Cheese as ingredient in sandwiches.",15
58101350,"Food Node 58101350: The food description is: Soft taco with meat and sour cream. This food belongs to the category: Burritos and tacos. The ingredients in this food are: Salt, table, iodized, Peppers, jalapeno, raw, Tomato products, canned, sauce, Spices, chili powder, Garlic, raw, Onions, raw, Ground beef, cooked, Cream, sour, cultured, Cheese, cheddar (Includes foods for USDA's Food Distribution Program), Sauce, salsa, ready-to-serve, Lettuce, iceberg (includes crisphead types), raw, Tortillas, ready-to-bake or -fry, flour, refrigerated, Vegetable oil, NFS.",15
53210000,"Food Node 53210000: The food description is: Cookie, chocolate wafer. This food belongs to the category: Cookies and brownies. The ingredients in this food are: Cookies, chocolate wafers.",15
27510160,"Food Node 27510160: The food description is: Cheeseburger, from fast food, 1 small patty. This food belongs to the category: Burgers. The ingredients in this food are: Rolls, hamburger or hotdog, plain, Salt, table, iodized, Cheese as ingredient in sandwiches, Fast foods, cheeseburger; single, regular patty; plain, Beef, ground, patties, frozen, cooked, broiled.",15
83201000,"Food Node 83201000: The food description is: Blue or roquefort cheese dressing, light. This food belongs to the category: Salad dressings and vegetable oils. The ingredients in this food are: Salad dressing, blue or roquefort cheese, low calorie.",15
58151220,"Food Node 58151220: The food description is: Sushi roll tuna. This food belongs to the category: Egg rolls, dumplings, sushi. The ingredients in this food are: Seaweed, laver, raw, Salt, table, iodized, Fish, tuna, fresh, yellowfin, raw, Vinegar, distilled, Rice, white, glutinous, unenriched, cooked, Sugars, granulated.",15
56207020,,15
53208200,"Food Node 53208200: The food description is: Cookie, marshmallow pie, chocolate covered. This food belongs to the category: Cookies and brownies. The ingredients in this food are: Cookies, marshmallow, chocolate-coated (includes marshmallow pies).",15
32105122,,15
25220440,,15
57411000,"Food Node 57411000: The food description is: Cereal, wheat squares. This food belongs to the category: Ready-to-eat cereal, lower sugar (=<21.2g/100g). The ingredients in this food are: Vitamin C as ingredient, Vitamin D as ingredient, Calcium as ingredient, Iron as ingredient, Folic acid as ingredient, Vitamin B composite in cereals, Fiber, total dietary, as ingredient, Salt, table, iodized, Sugars, granulated, Flour, wheat, all-purpose, unenriched, unbleached, Cereals ready-to-eat, GENERAL MILLS, Wheat CHEX.",15
14110030,,15
27564180,"Food Node 27564180: The food description is: Frankfurter or hot dog sandwich, meat and poultry, plain, on white bun. This food belongs to the category: Frankfurter sandwiches (single code). The ingredients in this food are: Frankfurter or hot dog, meat and poultry, Rolls, hamburger or hotdog, plain, Frankfurter, meat and poultry, unheated.",15
71411000,"Food Node 71411000: The food description is: Potato skins, with cheese and bacon. This food belongs to the category: French fries and other fried white potatoes. The ingredients in this food are: Potatoes, baked, flesh, without salt, Potatoes, baked, flesh and skin, without salt, Salt, table, iodized, Vegetable oil, NFS, Cheese, cheddar, Pork, cured, bacon, pre-sliced, cooked, pan-fried.",15
92411610,"Food Node 92411610: The food description is: Soft drink, cola, fruit or vanilla flavored, diet. This food belongs to the category: Diet soft drinks. The ingredients in this food are: Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine.",15
75100250,"Food Node 75100250: The food description is: Raw vegetable, NFS. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Carrots, raw, Carrots, raw, Celery, raw, Tomatoes, raw, Broccoli, raw.",15
54401035,"Food Node 54401035: The food description is: Corn chips, flavored (Fritos). This food belongs to the category: Tortilla, corn, other chips. The ingredients in this food are: Snacks, corn-based, extruded, chips, plain, Salt, table, iodized.",15
27220310,"Food Node 27220310: The food description is: Ham or pork and rice, no sauce. This food belongs to the category: Meat mixed dishes. The ingredients in this food are: Salt, table, iodized, Vegetable oil, NFS, Beverages, water, tap, drinking, Rice, white, long-grain, regular, enriched, cooked, Pork, fresh, loin, whole, separable lean only, cooked, roasted.",15
75210020,"Food Node 75210020: The food description is: Cabbage, Chinese, cooked, fat added in cooking, NS as to type of fat. This food belongs to the category: Other vegetables and combinations. The ingredients in this food are: Salt, table, Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt, Salt, table, iodized, Oil or table fat, NFS, Cabbage, chinese (pak-choi), raw, Vegetable oil, NFS.",15
57224000,"Food Node 57224000: The food description is: Cereal (General Mills Golden Grahams). This food belongs to the category: Ready-to-eat cereal, higher sugar (>21.2g/100g). The ingredients in this food are: Cereals ready-to-eat, GENERAL MILLS, GOLDEN GRAHAMS.",15
25221870,"Food Node 25221870: The food description is: Turkey or chicken and pork sausage. This food belongs to the category: Sausages. The ingredients in this food are: Sausage, turkey and pork, fresh, bulk, patty or link, cooked.",15
95313200,"Food Node 95313200: The food description is: Energy drink, sugar free. This food belongs to the category: Diet sport and energy drinks. The ingredients in this food are: Beverages, Energy drink, RED BULL, sugar free, with added caffeine, niacin, pantothenic acid, vitamins B6 and B12, Beverages, Energy drink, ROCKSTAR, sugar free.",15
27545100,"Food Node 27545100: The food description is: Turkey or chicken burger, on white bun. This food belongs to the category: Burgers. The ingredients in this food are: Salt, table, iodized, Turkey, Ground, cooked, Rolls, hamburger or hotdog, plain, Turkey, ground.",15
58146382,"Food Node 58146382: The food description is: Pasta with cream sauce, home recipe. This food belongs to the category: Pasta mixed dishes, excludes macaroni and cheese. The ingredients in this food are: Alfredo sauce, Pasta, cooked, enriched, without added salt.",15
32130890,"Food Node 32130890: The food description is: Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat added in cooking . This food belongs to the category: Eggs and omelets. The ingredients in this food are: Onions, raw, Mushrooms, white, raw, Pork, cured, bacon, pre-sliced, cooked, pan-fried, Peppers, sweet, green, raw, Salt, table, iodized, Pork sausage, link/patty, cooked, pan-fried, Oil or table fat, NFS, Breakfast meat as ingredient in omelet, Other vegetables as ingredient in omelet, Ham, chopped, not canned, Vegetable oil, NFS, Milk, NFS, Eggs, Grade A, Large, egg whole.",15
92400000,"Food Node 92400000: The food description is: Soft drink, NFS. This food belongs to the category: Soft drinks. The ingredients in this food are: Beverages, carbonated, cola, regular.",15
92512110,"Food Node 92512110: The food description is: Margarita mix, nonalcoholic. This food belongs to the category: Fruit drinks. The ingredients in this food are: Beverages, Whiskey sour mix, bottled.",15
75414020,"Food Node 75414020: The food description is: Mushrooms, stuffed. This food belongs to the category: Vegetable mixed dishes. The ingredients in this food are: Bread crumbs, dry, grated, plain, Margarine, stick, salted, Cheese, parmesan, grated, Lemon juice, raw, Pork sausage, link/patty, cooked, pan-fried, Mushrooms, white, raw, Mushrooms, raw, Onions, raw, Margarine, stick, Chives, raw, Salt, table, iodized, Salt, table, Cheese, parmesan, grated, Lemon juice, raw, Bread, crumbs, dry, grated, plain, Onions, raw, Mushrooms, white, raw, Pork sausage, link/patty, cooked, pan-fried, Chives, raw.",15
91713040,"Food Node 91713040: The food description is: Fudge, chocolate, with nuts. This food belongs to the category: Candy containing chocolate. The ingredients in this food are: Candies, fudge, chocolate, with nuts, prepared-from-recipe.",15
58128000,"Food Node 58128000: The food description is: Biscuit with gravy. This food belongs to the category: Egg/breakfast sandwiches (single code). The ingredients in this food are: Biscuits, plain or buttermilk, frozen, baked, Pork sausage, link/patty, cooked, pan-fried, Flour, wheat, all-purpose, unenriched, unbleached, Margarine, regular, 80% fat, composite, stick, with salt, Milk, whole, 3.25% milkfat, without added vitamin A and vitamin D, Fast food, biscuit.",15
53714200,"Food Node 53714200: The food description is: Cereal or granola bar, chocolate coated, NFS. This food belongs to the category: Cereal bars. The ingredients in this food are: Snacks, granola bar, QUAKER, DIPPS, all flavors.",15
53304000,"Food Node 53304000: The food description is: Pie, blueberry, two crust. This food belongs to the category: Cakes and pies. The ingredients in this food are: Pie, blueberry, commercially prepared, Pie crust, standard-type, frozen, ready-to-bake, enriched, baked, Sugars, granulated, Blueberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program), Table fat, NFS.",15
27540195,"Food Node 27540195: The food description is: Chicken fillet sandwich, grilled, on white bun. This food belongs to the category: Chicken fillet sandwiches. The ingredients in this food are: Chicken breast, grilled without sauce, skin not eaten, Rolls, hamburger or hotdog, plain.",15
